sample_barcode	patient_barcode	project_id	project_code	proliferation_score	immune_inflammatory_score	interferon_gamma_score	cytotoxic_t_cell_score	stromal_score	epithelial_score	EMT_score	hypoxia_score	cell_cycle_score	DNA_repair_score	angiogenesis_score	lineage_or_tissue_PC1	lineage_or_tissue_PC2	source	notes
TCGA-02-0047-01A	TCGA-02-0047	TCGA-GBM	GBM	-0.424823481482384	-0.276139986692937	-0.315607592174954	-0.322390414560424	-0.242363128743924	-0.857851013922815	0.433360415534659	-0.145113349369792	-0.44927211492343	-0.384976529764224	0.0302769241123367	2.73504998764999	0.0228976918608507	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
TCGA-02-0055-01A	TCGA-02-0055	TCGA-GBM	GBM	-0.386271126751046	-0.186788271777403	0.038537395010508	-0.17151708730673	0.663244998307929	-0.854589397131575	1.11651588913862	1.06015779001592	-0.390020081430685	-0.444818032642599	-0.165186644775913	1.24198233545937	-1.92533784788142	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
TCGA-02-2483-01A	TCGA-02-2483	TCGA-GBM	GBM	0.651436365598538	-0.270397092555417	-0.362969896814612	-0.239607051207012	-0.327164087288934	-0.867149972855095	0.171341757588104	-0.0931966950957048	0.648561134618771	-0.0395420458994346	0.0578939533853882	-0.648834524250561	1.00301029405283	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
TCGA-02-2485-01A	TCGA-02-2485	TCGA-GBM	GBM	-0.0517965966579498	-0.243943658423948	-0.106496215859729	-0.265030999240128	-0.39742257572042	-0.864282428445815	0.12066185312926	-0.422647415732626	-0.0662757830030658	0.0261421571132687	-0.0393962571345443	0.819043714642448	0.562325160095346	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
TCGA-02-2486-01A	TCGA-02-2486	TCGA-GBM	GBM	-0.74327682142996	-0.117225089707056	0.328739726944908	-0.208805763373873	-0.347015736294776	-0.867489643379514	0.23440615594442	0.652815705554246	-0.769840803450559	-0.793212321832209	-0.108646689376236	2.72453990074867	-1.31540152214955	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
TCGA-04-1348-01A	TCGA-04-1348	TCGA-OV	OV	1.42395611545928	0.118601821805355	1.054950334779	0.128425253748422	-0.416900371910472	0.428946735255683	-0.424768360230906	1.03943997718211	1.67866729161338	0.947552716404808	-0.361494275618507	-7.5356494360916	0.0474646150194186	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
TCGA-04-1357-01A	TCGA-04-1357	TCGA-OV	OV	-0.424740631728972	0.561445889074042	1.78168957409371	0.605334687262787	-0.300006696492759	-0.0341058746758972	-0.455160671822206	-0.29431211250813	-0.439536732245784	-0.392528706367201	-0.397582632712727	-0.49796730188518	-3.27930049341373	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
TCGA-04-1362-01A	TCGA-04-1362	TCGA-OV	OV	0.148256946089604	-0.259823462628517	0.0494717486031176	-0.28646704277142	-0.475088907327345	0.52931943439321	-0.516057340331549	-0.0875453330892655	0.178219752214724	0.319703865016112	-0.376218351248938	-1.38098528171113	2.03747946117632	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
TCGA-05-4244-01A	TCGA-05-4244	TCGA-LUAD	LUAD	-0.208991498055622	-0.196363697291577	-0.11803580898919	0.536280957666866	-0.249027598289694	0.163462045457089	-0.355774589208074	1.17993618416028	-0.2250479527915	-0.324531354086107	0.330445077483637	0.412903091572461	-0.174918438923692	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
TCGA-05-4249-01A	TCGA-05-4249	TCGA-LUAD	LUAD	-0.682219560537694	-0.141527523909921	-0.0714209195801067	-0.215975985559763	-0.246140887751357	0.326370852784768	-0.392452950948739	-0.192402999143644	-0.703909822066617	-0.544530676101868	0.349109821215474	2.84769337685386	0.0688949078520894	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
TCGA-05-4250-01A	TCGA-05-4250	TCGA-LUAD	LUAD	0.50795491732706	0.317870645062106	0.695050196593558	0.419417665074217	0.111035448945052	2.47779126319429	-0.0312817307447296	0.84405716995485	0.480194386419989	0.0785240521087221	0.00903131722084231	-3.31213502037094	-0.568268498971344	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
TCGA-05-4382-01A	TCGA-05-4382	TCGA-LUAD	LUAD	-0.466796306257257	0.110248388146259	0.343483380948975	-0.0816062918965804	0.388257264288534	0.37318852314245	0.109768367329553	0.804281218701818	-0.433302593653994	-0.335814823793243	0.307252653628557	0.986704064613941	-1.47622261508813	EBPlusPlusAdjustPANCAN_IlluminaHiSeq_RNASeqV2.geneExp.tsv	source_status=local;data_type=pancanatlas_ebplusplus_adjusted_rnaseqv2;normalization=as_provided_gene_level_z_scoring_for_pathway_scores;tumor_samples_include_metastatic_sample_type_06_when_matched_to_mutation_layer;pathway_scores_are_mean_z_scores_from_configured_gene_sets
