sample_barcode	patient_barcode	project_id	project_code	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20
TCGA-02-0047-01A	TCGA-02-0047	TCGA-GBM	GBM	2.73504998764999	0.0228976918608507	-0.516996595582431	-0.502033399684178	-1.64756708149657	1.45078245341088	-1.25728068103382	-0.218351686285377	0.405283854553236	-0.621253064193071	1.44169617412783	0.550766048089991	0.134248588078596	-0.214495837334633	0.369345873795281	0.444898424954202	-0.374070412865835	-0.185410275849037	-0.136766905299508	0.140832439657407
TCGA-02-0055-01A	TCGA-02-0055	TCGA-GBM	GBM	1.24198233545937	-1.92533784788142	2.6759872360703	-0.206451039073131	-0.0753085407852404	0.441128831435347	-3.58418287474739	0.329474288665481	-0.353352555450678	1.52875893375811	-0.266887739855566	2.13276136359223	0.687120455344213	0.349203665114899	0.0823058688232052	-0.285386233953958	-0.204010647569288	-0.261229901984316	0.0435673788600019	0.589624704833548
TCGA-02-2483-01A	TCGA-02-2483	TCGA-GBM	GBM	-0.648834524250561	1.00301029405283	-0.00615424123600052	-0.143738845577097	-2.29904887588235	1.06365187959099	-1.43971281920557	-1.30247413862721	0.667590000352953	-1.4824382254507	1.48634515684693	0.271730071066872	0.135673619221552	0.257089303496002	0.547243256530294	0.541642694193007	-1.43745256880709	-1.18902690817753	-0.247100477789338	-0.0187147479087605
TCGA-02-2485-01A	TCGA-02-2485	TCGA-GBM	GBM	0.819043714642448	0.562325160095346	-0.916950123713028	-0.686705687948893	-1.4088725272787	1.71859987560246	-0.941786825478906	-0.650546440856943	0.165681285241555	-1.33890519459056	1.24142872443471	-0.270350819069117	0.550206510503209	-0.318771791607199	0.387416450445074	0.421861501972206	-0.465286657956415	-0.0712109497330035	-0.287248403371469	-0.298875225934881
TCGA-02-2486-01A	TCGA-02-2486	TCGA-GBM	GBM	2.72453990074867	-1.31540152214955	-1.31996411961282	0.85049472105386	-0.0522149064325772	0.876165220491009	-2.78813383715145	0.43355746999448	-0.463450564960781	0.222270192898413	0.365335266436771	1.83181317139372	1.20133130854369	0.00470088819851279	-0.408394558377204	-0.181513641705389	-1.00643088259376	0.624431521303158	0.0354549501714624	0.100378974652418
TCGA-04-1348-01A	TCGA-04-1348	TCGA-OV	OV	-7.5356494360916	0.0474646150194186	0.0654301174475264	2.4733063565326	0.39855333875084	-0.359590870940089	-0.855532943976805	-0.749904785766857	0.907479363005278	-0.269403345635468	0.928465690391234	2.27440211296755	2.01253537461076	1.33519955023412	-0.507067273115427	-0.609497479225513	-0.303864887076876	-1.23131586742976	1.06815829509772	-0.80418962670962
TCGA-04-1357-01A	TCGA-04-1357	TCGA-OV	OV	-0.49796730188518	-3.27930049341373	-3.51638118552624	-0.0607141636248776	3.00672895190908	-0.384729471477192	-0.128266951979215	0.168298783923125	-0.352152507567888	-0.293851715320148	0.369501636551713	0.160922197536291	1.2441345846019	1.18557329711085	-1.24985824072066	-1.20473025081649	-1.00421724252903	-0.685278921979615	0.65026359582266	1.11522622377217
TCGA-04-1362-01A	TCGA-04-1362	TCGA-OV	OV	-1.38098528171113	2.03747946117632	-0.9017369930844	0.827896810009147	0.783880680769874	-0.263172775587348	0.28177701921186	0.00988088018595316	-0.0597012224541294	-0.0702495711218646	0.734351549193812	-0.365026086705111	0.595135404650673	-0.0446412201277395	-0.686806392476695	-0.657814786712525	-0.130323076400169	0.19315952256854	0.0951497745450972	-0.581969872775704
TCGA-05-4244-01A	TCGA-05-4244	TCGA-LUAD	LUAD	0.412903091572461	-0.174918438923692	0.0364503476091995	2.7096019902481	0.210145533243446	-0.508400131370402	-0.600432100724623	1.29974245955748	0.209439052730396	1.19384111934892	-0.258509778986019	0.941444674734627	-1.18314483409386	1.53181582904177	3.33756034418319	-3.54191951302867	-1.14697729163534	-0.364084619710974	0.581797059470378	-1.06359489849466
TCGA-05-4249-01A	TCGA-05-4249	TCGA-LUAD	LUAD	2.84769337685386	0.0688949078520894	-1.03819846496012	0.888276855667201	0.514415783196013	-0.438788071073824	0.82436407079849	1.06981989861232	-0.0444607667919179	-0.183174536087293	-1.11515045234313	-0.0320149640645599	0.371400215956255	0.884492658984321	-0.0819946432514869	-0.0491387122505286	-0.456296456128966	-0.571686665272456	0.580519652734273	0.0236680983723772
TCGA-05-4250-01A	TCGA-05-4250	TCGA-LUAD	LUAD	-3.31213502037094	-0.568268498971344	0.495013929240932	2.80857764539889	2.97366157932638	-2.85274517262884	2.1918965753345	0.0481821860463426	0.630520980226255	2.4106330224197	2.1051478266154	1.36953420798796	1.08371765627361	-0.826260499531769	-0.0738829880204428	0.783406675938182	0.807832612298637	-0.505824619679953	0.245176654272213	-0.814079946392937
TCGA-05-4382-01A	TCGA-05-4382	TCGA-LUAD	LUAD	0.986704064613941	-1.47622261508813	0.886152162327789	1.13505889545232	0.847026251177928	-0.356390263154798	-0.161121486291332	1.03043690961941	-0.898807930569086	1.07447014476083	-1.10668164562409	0.576081226131854	0.541606293660645	1.16917703236979	0.32462826869823	0.440325799560032	-0.15775588202172	-0.563373732981301	0.212569434485387	-0.440216477035471
TCGA-05-4384-01A	TCGA-05-4384	TCGA-LUAD	LUAD	3.4001040825013	0.347462523960187	-1.13557459305511	0.343171196840539	0.489691932303413	-0.314638823600459	0.315999772570427	0.335136732572866	0.339242271737482	0.319026535338781	0.0668302233508112	-0.179280337622429	0.283326146301127	0.182081830904398	-7.82031378882144e-05	-0.288254965123126	0.12798818580609	-0.396797502946265	0.503443847628393	0.0238066991426769
TCGA-05-4389-01A	TCGA-05-4389	TCGA-LUAD	LUAD	-0.384262855309259	-0.608039340010131	-2.15939516305993	0.184554599107906	1.31368590434037	-0.597055506693727	-0.232864590216203	0.129397667125784	0.277114182560691	-0.390983688989559	-0.383661084474419	0.42196228201421	-0.0888208701429018	1.1311025749284	-0.229131074912461	-0.29471221530994	-0.70378814017633	-0.698440464316491	0.26772678199124	0.530885645913241
TCGA-05-4390-01A	TCGA-05-4390	TCGA-LUAD	LUAD	-1.57634706419635	1.69499361288972	1.09109834726633	1.82362446854693	-0.124027968814695	-1.01657718000784	-1.26091666830348	-0.100935527553705	0.891279127906135	0.579043235875578	0.291391948351359	1.30994455392842	0.136665506107748	1.80606834637212	-0.207581161460656	0.155273024026177	-0.553510666916947	-0.632586202776626	0.413160139705754	-0.986203519525918
TCGA-05-4395-01A	TCGA-05-4395	TCGA-LUAD	LUAD	-0.826449776001159	0.0464462837266234	0.490443959351161	2.35114129428878	1.40192333412259	-1.25116749980336	-1.31396880436703	0.0830108856148086	0.70667741199546	1.8110121179729	0.838680541831079	1.18720632693775	-0.209456073861353	0.168280563322779	0.175135031897147	-1.07454144474618	2.05882254634542	-0.460526133750642	-0.100600080875196	-0.378359911317824
TCGA-05-4396-01A	TCGA-05-4396	TCGA-LUAD	LUAD	2.45592674980484	0.880151901150967	-1.09632390833242	0.692225935463147	0.406877612717044	-0.0609132489326606	0.699966713615134	0.917453791740211	-0.317518247451972	-0.0488954858601097	-0.537749346331846	0.541642711696522	-0.684294061027364	0.854712730828439	-0.293675916593344	-0.231225188931049	-0.278223182423318	0.0421085579880891	0.29444583915865	-0.201653090654935
TCGA-05-4397-01A	TCGA-05-4397	TCGA-LUAD	LUAD	-4.34586877481534	1.36374654768753	0.397815398476407	0.51200200416264	-1.08868436576212	0.845734768773104	-1.54016814701085	-0.929132245533753	0.0804489795968926	-1.44121716146767	0.0796714636985979	0.572195285542903	0.606407696712565	1.07662356600746	-0.265726483434303	-0.578870093692207	-0.749244347580835	-1.07854524878117	-0.137987272224731	0.0517639810779081
TCGA-05-4398-01A	TCGA-05-4398	TCGA-LUAD	LUAD	-0.978106916895244	-0.868436571608944	0.191301608778833	1.66811465718302	0.269708041912339	-0.0389973799674615	-0.673086310564371	0.758909857975748	-0.238716175889831	0.719989730865699	-0.399008008744792	0.198226304496653	0.619237473144011	1.27697820550464	-0.3466690227808	-0.261223673315274	0.228607434171419	0.16419142862956	-0.0576445081507093	-0.41806130739206
TCGA-05-4402-01A	TCGA-05-4402	TCGA-LUAD	LUAD	0.571348560960431	0.0191870435160189	0.187517650032859	2.18346054343881	0.982582321660397	-0.937550720102899	-1.22672164934568	1.14158217209802	-0.00132642094780656	1.53584445915887	0.32194044910993	0.943053844249055	0.932555100867181	1.19234436204178	-0.133432705596219	0.103563005186495	-0.415948507134865	-0.542723396725833	0.525895390633431	-0.363961850801112
TCGA-05-4403-01A	TCGA-05-4403	TCGA-LUAD	LUAD	1.92408926477153	0.492211957466602	-1.04930968985747	1.22943320896398	2.61673723816057	-2.01715722956732	0.752657199675726	0.341344658379193	0.261179071359518	1.02415934826259	0.846668714407175	0.191641640903757	0.975379118022234	0.2045371647157	-0.174126170188802	0.146727443680388	0.196293878075307	-0.827612961248804	0.583417760517578	0.511781565014717
TCGA-05-4405-01A	TCGA-05-4405	TCGA-LUAD	LUAD	2.69289166385818	0.124726673968376	0.501761919693025	-1.00276779213075	0.837352885653402	-0.345836968621095	0.532711997769176	0.463531831635816	0.773713761841019	-0.0700809869592906	-0.208854329300219	-0.323153513185634	0.246857428418799	0.84724654150247	-0.282914037913576	-0.27534506743887	0.229019390076188	0.408592135772191	0.212499756775352	0.00890832324113165
TCGA-05-4410-01A	TCGA-05-4410	TCGA-LUAD	LUAD	0.448924225360527	-1.89940396246259	-2.6524456638336	-0.309903068306161	2.07062607841034	0.790029396089695	0.620942255447786	1.25370782686289	-0.758861577257279	0.0589121390965999	-0.642788677510167	0.200404130345245	0.901857565291648	0.793250790951165	-0.281951888284736	-0.443617568256712	-0.426046444998718	-0.921082728063279	-0.111502917538386	-0.060286599303289
TCGA-05-4415-01A	TCGA-05-4415	TCGA-LUAD	LUAD	-5.27581671272123	0.146504808352411	1.33975572702344	4.95146434586353	1.13292989637652	-1.49849668074131	-0.601574686856714	0.892366858762203	0.763297292442873	3.61621564973406	2.96557111081745	4.67040424829813	0.419771120969553	-0.236430848041466	0.351842576598284	0.86958835205325	1.87367920218258	-0.1379094654951	1.10612476272374	-3.65853969149206
TCGA-05-4417-01A	TCGA-05-4417	TCGA-LUAD	LUAD	2.07874563672104	-2.45003619127601	1.30705982149418	-0.948067024068352	0.819192736723445	-0.599753117414589	1.25321139254475	0.20612326857732	0.396301836720656	-0.619124435755774	-0.25606757112201	0.307193728240568	-0.126869209391169	1.14153721829174	0.187293939109192	0.0957643407202486	0.21355762154692	0.109214013275601	0.637356221852095	0.451030696142429
TCGA-05-4418-01A	TCGA-05-4418	TCGA-LUAD	LUAD	-1.74822611991773	-1.09425177487147	0.254614989557801	3.84689413216619	1.92946221131615	-1.5381431720969	-2.26177363384114	1.64009592685974	-0.669591079362079	2.32142090247214	1.30116625627968	3.1495119716834	0.0393829333677177	2.08915459217501	-0.103996172516346	0.373626621689696	0.824587943230462	-0.655936917020004	1.16345724026815	-1.46080479917538
TCGA-05-4420-01A	TCGA-05-4420	TCGA-LUAD	LUAD	-0.562192463948444	1.68195857404277	0.568456151985378	1.52102648653945	-0.623857121146128	-0.811804246635836	1.58548284341094	-0.361030882934236	0.717731247075423	-1.31788698930736	-0.501453528262113	1.99261807665394	-1.33185067441235	1.48525051614471	-0.344105355881393	-0.442214322488731	0.151303205009169	-0.434927703195666	1.20926132679126	0.0133799518162798
TCGA-05-4422-01A	TCGA-05-4422	TCGA-LUAD	LUAD	0.490795004113939	-0.918764484714791	-2.61188121037788	-0.0390377533248987	0.859602860485061	0.249556775362823	0.395904687964468	0.737053634657578	0.0208507526386336	0.204646649324281	-0.743734049210045	0.651889997605862	0.43948340249848	1.30426828561251	-0.597929767840432	-0.659429960500262	-0.710857952795479	-0.594337882371423	0.394523881525519	0.113287985972955
